pozisyon,sirket,sehir,aciklama,gereksinimler
Makine Öğrenmesi Uzmanı,Techsoft,Bursa,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"İlgili teknolojilerde bilgi ve tecrübe, Analitik düşünme yeteneği, Takım çalışmasına yatkınlık, Üniversitelerin ilgili bölümlerinden mezun olmak, İyi derecede İngilizce bilgisi"
Veri Analisti,Mobilify,Kocaeli,"Makine öğrenmesi projelerinde çalışacak, TensorFlow veya PyTorch kütüphanelerine hakim mühendis arayışımız vardır.","Takım çalışmasına yatkınlık, İyi derecede İngilizce bilgisi, Üniversitelerin ilgili bölümlerinden mezun olmak, En az 3 yıl yazılım geliştirme deneyimi"
Web Geliştirici,BüyükVeri Ltd.,İzmir,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","Problem çözme becerisi, Analitik düşünme yeteneği, En az 3 yıl yazılım geliştirme deneyimi, Üniversitelerin ilgili bölümlerinden mezun olmak"
Makine Öğrenmesi Uzmanı,DeepAI,Ankara,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","Takım çalışmasına yatkınlık, İyi derecede İngilizce bilgisi, Yeni teknolojileri öğrenmeye açıklık, Analitik düşünme yeteneği"
Mobil Uygulama Geliştiricisi,KodaYazılım,Ankara,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"Takım çalışmasına yatkınlık, Problem çözme becerisi, İyi derecede İngilizce bilgisi"
Makine Öğrenmesi Uzmanı,DataTech,Ankara,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","Problem çözme becerisi, Yeni teknolojileri öğrenmeye açıklık, Üniversitelerin ilgili bölümlerinden mezun olmak, En az 3 yıl yazılım geliştirme deneyimi, Analitik düşünme yeteneği"
Veri Analisti,Mobilify,Kocaeli,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","Üniversitelerin ilgili bölümlerinden mezun olmak, Analitik düşünme yeteneği, İyi derecede İngilizce bilgisi, En az 3 yıl yazılım geliştirme deneyimi, Takım çalışmasına yatkınlık"
Frontend Developer,DeepAI,Gaziantep,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"En az 3 yıl yazılım geliştirme deneyimi, İlgili teknolojilerde bilgi ve tecrübe, Üniversitelerin ilgili bölümlerinden mezun olmak, İyi derecede İngilizce bilgisi"
Web Geliştirici,Mobilify,Kocaeli,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"En az 3 yıl yazılım geliştirme deneyimi, Takım çalışmasına yatkınlık, İlgili teknolojilerde bilgi ve tecrübe, İyi derecede İngilizce bilgisi"
Java Yazılım Mühendisi,VeriPlus,Kocaeli,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"Problem çözme becerisi, İyi derecede İngilizce bilgisi, Yeni teknolojileri öğrenmeye açıklık, Üniversitelerin ilgili bölümlerinden mezun olmak"
Python Geliştiricisi,KodaYazılım,Bursa,"Büyük veri projelerinde yer alacak, veri görselleştirme araçları konusunda deneyimli veri mühendisi arıyoruz.","İyi derecede İngilizce bilgisi, En az 3 yıl yazılım geliştirme deneyimi, Analitik düşünme yeteneği, İlgili teknolojilerde bilgi ve tecrübe, Problem çözme becerisi"
Veri Mühendisi,KodaYazılım,Antalya,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","En az 3 yıl yazılım geliştirme deneyimi, İlgili teknolojilerde bilgi ve tecrübe, Üniversitelerin ilgili bölümlerinden mezun olmak, Problem çözme becerisi, Yeni teknolojileri öğrenmeye açıklık"
Makine Öğrenmesi Uzmanı,DeepAI,Bursa,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"Problem çözme becerisi, Yeni teknolojileri öğrenmeye açıklık, Takım çalışmasına yatkınlık"
Frontend Developer,KodaYazılım,Ankara,"Web projeleri için HTML, CSS ve modern framework'lere hakim front-end geliştirici arıyoruz.","Üniversitelerin ilgili bölümlerinden mezun olmak, Takım çalışmasına yatkınlık, Problem çözme becerisi"
Makine Öğrenmesi Uzmanı,DeepAI,Antalya,"Web projeleri için HTML, CSS ve modern framework'lere hakim front-end geliştirici arıyoruz.","Takım çalışmasına yatkınlık, En az 3 yıl yazılım geliştirme deneyimi, Problem çözme becerisi, Analitik düşünme yeteneği"
Python Geliştiricisi,VeriPlus,Gaziantep,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","Takım çalışmasına yatkınlık, Üniversitelerin ilgili bölümlerinden mezun olmak, Analitik düşünme yeteneği, İlgili teknolojilerde bilgi ve tecrübe"
Veri Mühendisi,BüyükVeri Ltd.,İstanbul,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","Takım çalışmasına yatkınlık, Yeni teknolojileri öğrenmeye açıklık, Analitik düşünme yeteneği, En az 3 yıl yazılım geliştirme deneyimi, Problem çözme becerisi"
Makine Öğrenmesi Uzmanı,VeriPlus,Antalya,"Frontend projelerinde görev alacak, React ve JavaScript konusunda tecrübeli ekip arkadaşları arıyoruz.","Problem çözme becerisi, En az 3 yıl yazılım geliştirme deneyimi, Yeni teknolojileri öğrenmeye açıklık, Üniversitelerin ilgili bölümlerinden mezun olmak, İlgili teknolojilerde bilgi ve tecrübe"
Mobil Uygulama Geliştiricisi,Mobilify,İstanbul,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"İyi derecede İngilizce bilgisi, Takım çalışmasına yatkınlık, En az 3 yıl yazılım geliştirme deneyimi"
Veri Mühendisi,WebZone,Gaziantep,"Web projeleri için HTML, CSS ve modern framework'lere hakim front-end geliştirici arıyoruz.","İlgili teknolojilerde bilgi ve tecrübe, Analitik düşünme yeteneği, En az 3 yıl yazılım geliştirme deneyimi"
Frontend Developer,Mobilify,İstanbul,Belirtilmemiş,Belirtilmemiş
Veri Analisti,VeriPlus,Antalya,"Makine öğrenmesi projelerinde çalışacak, TensorFlow veya PyTorch kütüphanelerine hakim mühendis arayışımız vardır.","Analitik düşünme yeteneği, En az 3 yıl yazılım geliştirme deneyimi, Takım çalışmasına yatkınlık, Yeni teknolojileri öğrenmeye açıklık"
Mobil Uygulama Geliştiricisi,DataTech,Eskişehir,"Frontend projelerinde görev alacak, React ve JavaScript konusunda tecrübeli ekip arkadaşları arıyoruz.","Yeni teknolojileri öğrenmeye açıklık, En az 3 yıl yazılım geliştirme deneyimi, Analitik düşünme yeteneği, İlgili teknolojilerde bilgi ve tecrübe"
Web Geliştirici,BüyükVeri Ltd.,Bursa,"Web projeleri için HTML, CSS ve modern framework'lere hakim front-end geliştirici arıyoruz.","En az 3 yıl yazılım geliştirme deneyimi, Yeni teknolojileri öğrenmeye açıklık, Üniversitelerin ilgili bölümlerinden mezun olmak, İlgili teknolojilerde bilgi ve tecrübe, Analitik düşünme yeteneği"
Mobil Uygulama Geliştiricisi,KodaYazılım,İzmir,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"İlgili teknolojilerde bilgi ve tecrübe, Analitik düşünme yeteneği, İyi derecede İngilizce bilgisi, Yeni teknolojileri öğrenmeye açıklık"
Java Yazılım Mühendisi,DataTech,Kocaeli,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"Analitik düşünme yeteneği, Yeni teknolojileri öğrenmeye açıklık, En az 3 yıl yazılım geliştirme deneyimi, Problem çözme becerisi"
Java Yazılım Mühendisi,VeriPlus,Gaziantep,"Frontend projelerinde görev alacak, React ve JavaScript konusunda tecrübeli ekip arkadaşları arıyoruz.","İyi derecede İngilizce bilgisi, Problem çözme becerisi, En az 3 yıl yazılım geliştirme deneyimi"
Mobil Uygulama Geliştiricisi,VeriPlus,Gaziantep,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"Problem çözme becerisi, Takım çalışmasına yatkınlık, En az 3 yıl yazılım geliştirme deneyimi, Yeni teknolojileri öğrenmeye açıklık"
Veri Analisti,BüyükVeri Ltd.,Gaziantep,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","İyi derecede İngilizce bilgisi, Yeni teknolojileri öğrenmeye açıklık, İlgili teknolojilerde bilgi ve tecrübe"
Makine Öğrenmesi Uzmanı,KodaYazılım,Antalya,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"Problem çözme becerisi, Yeni teknolojileri öğrenmeye açıklık, Analitik düşünme yeteneği, İlgili teknolojilerde bilgi ve tecrübe, İyi derecede İngilizce bilgisi"
Makine Öğrenmesi Uzmanı,Mobilify,Bursa,Belirtilmemiş,Belirtilmemiş
Mobil Uygulama Geliştiricisi,VeriPlus,Antalya,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","İlgili teknolojilerde bilgi ve tecrübe, Takım çalışmasına yatkınlık, İyi derecede İngilizce bilgisi, Analitik düşünme yeteneği, Yeni teknolojileri öğrenmeye açıklık"
Veri Mühendisi,WebZone,İstanbul,"Web projeleri için HTML, CSS ve modern framework'lere hakim front-end geliştirici arıyoruz.","Takım çalışmasına yatkınlık, Yeni teknolojileri öğrenmeye açıklık, Problem çözme becerisi, İyi derecede İngilizce bilgisi, En az 3 yıl yazılım geliştirme deneyimi"
Veri Analisti,Mobilify,Ankara,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","En az 3 yıl yazılım geliştirme deneyimi, Problem çözme becerisi, İyi derecede İngilizce bilgisi"
Web Geliştirici,KodaYazılım,Bursa,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"En az 3 yıl yazılım geliştirme deneyimi, Takım çalışmasına yatkınlık, İyi derecede İngilizce bilgisi"
Veri Analisti,DataTech,İstanbul,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"Üniversitelerin ilgili bölümlerinden mezun olmak, Takım çalışmasına yatkınlık, Problem çözme becerisi, İlgili teknolojilerde bilgi ve tecrübe, Yeni teknolojileri öğrenmeye açıklık"
Makine Öğrenmesi Uzmanı,Mobilify,Eskişehir,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"İlgili teknolojilerde bilgi ve tecrübe, En az 3 yıl yazılım geliştirme deneyimi, İyi derecede İngilizce bilgisi"
Web Geliştirici,WebZone,İstanbul,"Makine öğrenmesi projelerinde çalışacak, TensorFlow veya PyTorch kütüphanelerine hakim mühendis arayışımız vardır.","Takım çalışmasına yatkınlık, İyi derecede İngilizce bilgisi, Üniversitelerin ilgili bölümlerinden mezun olmak, En az 3 yıl yazılım geliştirme deneyimi"
Python Geliştiricisi,DeepAI,Bursa,"Makine öğrenmesi projelerinde çalışacak, TensorFlow veya PyTorch kütüphanelerine hakim mühendis arayışımız vardır.","En az 3 yıl yazılım geliştirme deneyimi, Yeni teknolojileri öğrenmeye açıklık, İyi derecede İngilizce bilgisi, İlgili teknolojilerde bilgi ve tecrübe, Analitik düşünme yeteneği"
Python Geliştiricisi,DeepAI,İstanbul,"Büyük veri projelerinde yer alacak, veri görselleştirme araçları konusunda deneyimli veri mühendisi arıyoruz.","Problem çözme becerisi, Takım çalışmasına yatkınlık, İlgili teknolojilerde bilgi ve tecrübe"
Veri Analisti,KodaYazılım,Kocaeli,"Frontend projelerinde görev alacak, React ve JavaScript konusunda tecrübeli ekip arkadaşları arıyoruz.","Analitik düşünme yeteneği, İyi derecede İngilizce bilgisi, En az 3 yıl yazılım geliştirme deneyimi, Takım çalışmasına yatkınlık"
Python Geliştiricisi,VeriPlus,Ankara,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"İlgili teknolojilerde bilgi ve tecrübe, Yeni teknolojileri öğrenmeye açıklık, Takım çalışmasına yatkınlık"
Java Yazılım Mühendisi,DeepAI,Antalya,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"Yeni teknolojileri öğrenmeye açıklık, Takım çalışmasına yatkınlık, Problem çözme becerisi, İyi derecede İngilizce bilgisi, Analitik düşünme yeteneği"
Java Yazılım Mühendisi,Mobilify,Kocaeli,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"En az 3 yıl yazılım geliştirme deneyimi, Problem çözme becerisi, Analitik düşünme yeteneği"
Veri Mühendisi,VeriPlus,Eskişehir,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","Yeni teknolojileri öğrenmeye açıklık, Problem çözme becerisi, İyi derecede İngilizce bilgisi"
Veri Analisti,VeriPlus,Kocaeli,Belirtilmemiş,Belirtilmemiş
Java Yazılım Mühendisi,Mobilify,Gaziantep,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","Takım çalışmasına yatkınlık, Üniversitelerin ilgili bölümlerinden mezun olmak, En az 3 yıl yazılım geliştirme deneyimi"
Veri Mühendisi,VeriPlus,Ankara,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","Yeni teknolojileri öğrenmeye açıklık, Takım çalışmasına yatkınlık, İyi derecede İngilizce bilgisi"
Web Geliştirici,KodaYazılım,Gaziantep,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","İyi derecede İngilizce bilgisi, Takım çalışmasına yatkınlık, Problem çözme becerisi, Analitik düşünme yeteneği"
Frontend Developer,Mobilify,Antalya,Belirtilmemiş,Belirtilmemiş
Frontend Developer,KodaYazılım,İzmir,"Web projeleri için HTML, CSS ve modern framework'lere hakim front-end geliştirici arıyoruz.","Yeni teknolojileri öğrenmeye açıklık, Üniversitelerin ilgili bölümlerinden mezun olmak, Takım çalışmasına yatkınlık, İyi derecede İngilizce bilgisi, Analitik düşünme yeteneği"
Java Yazılım Mühendisi,DataTech,Kocaeli,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"Problem çözme becerisi, İyi derecede İngilizce bilgisi, Analitik düşünme yeteneği, Takım çalışmasına yatkınlık, Yeni teknolojileri öğrenmeye açıklık"
Veri Analisti,VeriPlus,Kocaeli,"Frontend projelerinde görev alacak, React ve JavaScript konusunda tecrübeli ekip arkadaşları arıyoruz.","Yeni teknolojileri öğrenmeye açıklık, İlgili teknolojilerde bilgi ve tecrübe, En az 3 yıl yazılım geliştirme deneyimi, İyi derecede İngilizce bilgisi"
Makine Öğrenmesi Uzmanı,Techsoft,İzmir,"Makine öğrenmesi projelerinde çalışacak, TensorFlow veya PyTorch kütüphanelerine hakim mühendis arayışımız vardır.","En az 3 yıl yazılım geliştirme deneyimi, Üniversitelerin ilgili bölümlerinden mezun olmak, İlgili teknolojilerde bilgi ve tecrübe, Problem çözme becerisi"
Veri Mühendisi,Techsoft,Eskişehir,"Makine öğrenmesi projelerinde çalışacak, TensorFlow veya PyTorch kütüphanelerine hakim mühendis arayışımız vardır.","İyi derecede İngilizce bilgisi, Takım çalışmasına yatkınlık, Analitik düşünme yeteneği, İlgili teknolojilerde bilgi ve tecrübe, Yeni teknolojileri öğrenmeye açıklık"
Veri Mühendisi,Mobilify,Gaziantep,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","İlgili teknolojilerde bilgi ve tecrübe, Analitik düşünme yeteneği, Üniversitelerin ilgili bölümlerinden mezun olmak, Yeni teknolojileri öğrenmeye açıklık"
Frontend Developer,Techsoft,Antalya,"Web projeleri için HTML, CSS ve modern framework'lere hakim front-end geliştirici arıyoruz.","Takım çalışmasına yatkınlık, Üniversitelerin ilgili bölümlerinden mezun olmak, İyi derecede İngilizce bilgisi, Problem çözme becerisi"
Java Yazılım Mühendisi,Mobilify,Bursa,"Büyük veri projelerinde yer alacak, veri görselleştirme araçları konusunda deneyimli veri mühendisi arıyoruz.","Analitik düşünme yeteneği, İlgili teknolojilerde bilgi ve tecrübe, Üniversitelerin ilgili bölümlerinden mezun olmak, En az 3 yıl yazılım geliştirme deneyimi"
Web Geliştirici,Techsoft,İzmir,"Web projeleri için HTML, CSS ve modern framework'lere hakim front-end geliştirici arıyoruz.","İyi derecede İngilizce bilgisi, Analitik düşünme yeteneği, Üniversitelerin ilgili bölümlerinden mezun olmak"
